EmployeeID,SatisfactionScore,WorkLifeBalance,Salary,YearsAtCompany,Department,5th percentile,Flag outliers,95th percentile
1540,3,3.0,"90,343.85",8,HR,36049.7018,Outlier,82737.90269
749,3,4.0,"90,177.39",18,HR,36043.50678,Outlier,82713.10543
1455,3,3.0,"89,379.82",0,Operations,36037.31175,Outlier,82633.52029
1063,6,1.0,"89,299.55",23,Operations,36031.11673,Outlier,82496.46611
105,8,Unknown,"89,140.02",18,IT,36024.9217,Outlier,82458.52675
1617,9,4.0,"88,939.96",0,Sales,36018.72668,Outlier,82432.89275
1411,10,3.0,"88,925.60",10,Finance,36012.53165,Outlier,82400.23285
795,9,3.0,"88,893.11",28,Operations,36006.33662,Outlier,82319.00564
1016,9,3.0,"88,817.51",17,Sales,36000.1416,Outlier,82275.51103
1689,4,5.0,"88,674.94",24,HR,35993.94657,Outlier,82222.73689
1115,7,5.0,"88,617.13",6,HR,35992.24214,Outlier,82202.68713
161,6,3.0,"88,446.19",11,HR,35990.5377,Outlier,82182.93192
1005,5,2.0,"88,349.92",2,Operations,35988.83326,Outlier,82121.22227
49,7,1.0,"88,310.04",22,HR,35987.12882,Outlier,82085.01659
1045,10,4.0,"88,133.57",28,IT,35985.42439,Outlier,82021.42368
20,2,4.0,"88,095.31",2,Sales,35983.71995,Outlier,81998.495
54,2,2.0,"87,788.47",27,Sales,35982.01551,Outlier,81920.62719
855,6,2.0,"87,778.23",4,HR,35980.31108,Outlier,81875.67709
338,9,2.0,"87,643.55",23,Sales,35978.60664,Outlier,81832.45932
1813,1,4.0,"87,558.58",22,Finance,35976.9022,Outlier,81752.38325
209,10,4.0,"87,550.12",27,Operations,35975.19776,Outlier,81671.58168
1353,8,3.0,"87,449.40",29,IT,35973.49333,Outlier,81621.56266
1399,10,3.0,"87,352.37",3,Operations,35971.78889,Outlier,81574.90133
156,5,Unknown,"87,332.53",21,Sales,35970.08445,Outlier,81506.31953
1408,9,5.0,"87,270.16",16,Sales,35968.38001,Outlier,81445.47846
1515,8,1.0,"87,210.14",20,IT,35966.67558,Outlier,81297.79361
1624,6,3.0,"87,039.91",9,HR,35964.97114,Outlier,81264.60441
1517,2,5.0,"86,868.98",13,Operations,35963.2667,Outlier,81178.92838
1333,1,5.0,"86,788.07",0,Operations,35961.56226,Outlier,81101.1386
645,1,1.0,"86,723.05",21,Finance,35959.85783,Outlier,80953.96409
336,3,2.0,"86,517.44",1,Operations,35959.3555,Outlier,80891.46807
1058,6,1.0,"86,395.46",23,Sales,35958.85318,Outlier,80883.03195
668,5,Unknown,"86,376.27",17,Finance,35958.35086,Outlier,80861.5318
1214,5,4.0,"86,259.16",8,HR,35957.84853,Outlier,80851.13654
979,8,2.0,"86,215.31",9,IT,35957.34621,Outlier,80786.01496
1522,1,2.0,"86,210.65",26,Finance,35956.84389,Outlier,80747.20021
3,8,4.0,"85,936.72",17,Finance,35956.34156,Outlier,80731.26316
1612,2,Unknown,"85,933.20",27,Sales,35955.83924,Outlier,80700.81868
1756,1,4.0,"85,930.22",24,Sales,35955.33691,Outlier,80678.43025
511,3,2.0,"85,909.56",27,Sales,35954.83459,Outlier,80628.00705
961,9,4.0,"85,647.42",18,HR,35954.33227,Outlier,80543.65567
95,7,3.0,"85,492.42",17,Finance,35953.82994,Outlier,80493.28721
848,4,2.0,"85,417.68",16,HR,35953.32762,Outlier,80487.46961
1846,1,4.0,"85,409.06",8,Finance,35952.8253,Outlier,80436.07123
558,7,Unknown,"85,403.26",23,Sales,35952.32297,Outlier,80305.59796
503,1,1.0,"85,350.15",12,Finance,35951.82065,Outlier,80264.67588
343,4,1.0,"85,284.98",14,HR,35951.31833,Outlier,80221.07739
1057,4,Unknown,"85,073.74",0,IT,35950.816,Outlier,80143.82749
1246,4,Unknown,"85,064.88",25,IT,35950.31368,Outlier,80065.94101
1141,1,Unknown,"85,005.94",6,IT,35949.81136,Outlier,80043.98041
1304,6,4.0,"84,979.64",16,Finance,35949.50675,Outlier,80004.41014
1001,1,3.0,"84,944.98",14,Finance,35949.20214,Outlier,79976.67119
919,5,1.0,"84,930.16",11,HR,35948.89753,Outlier,79935.46133
100,8,3.0,"84,900.64",27,Sales,35948.59292,Outlier,79841.47899
758,5,3.0,"84,886.43",6,Operations,35948.28831,Outlier,79814.45787
696,7,3.0,"84,877.28",18,Finance,35947.9837,Outlier,79783.92186
1577,4,3.0,"84,857.14",23,Finance,35947.67909,Outlier,79649.91407
1776,9,3.0,"84,771.75",4,Operations,35947.37448,Outlier,79560.27897
234,1,1.0,"84,634.14",18,Finance,35947.06987,Outlier,79523.96556
973,6,4.0,"84,630.36",3,Operations,35946.76526,Outlier,79451.38073
688,6,2.0,"84,458.73",4,Finance,35946.46065,Outlier,79376.38528
1625,7,3.0,"84,372.59",13,Operations,35946.15604,Outlier,79334.93107
1082,8,4.0,"84,338.87",10,Sales,35945.85143,Outlier,79303.91682
1046,6,1.0,"84,286.03",22,HR,35945.54682,Outlier,79277.02682
593,3,2.0,"84,275.72",24,Sales,35945.24221,Outlier,79228.63491
1019,1,4.0,"84,093.97",14,Sales,35944.9376,Outlier,79207.84249
1097,4,Unknown,"83,956.81",9,Sales,35944.63299,Outlier,79137.66982
1466,9,3.0,"83,924.30",5,Finance,35944.32838,Outlier,79124.26717
180,6,4.0,"83,857.55",26,HR,35944.02377,Outlier,79103.16177
972,1,1.0,"83,699.10",13,Finance,35943.71917,Outlier,79066.07475
260,2,4.0,"83,681.75",13,Sales,35941.85488,Outlier,79056.7383
1999,2,4.0,"83,601.18",26,Operations,35939.9906,Outlier,79032.00852
86,8,4.0,"83,469.30",10,IT,35938.12631,Outlier,78967.42459
317,3,4.0,"83,464.04",14,Operations,35936.26203,Outlier,78944.21034
219,2,Unknown,"83,253.75",9,Finance,35934.39775,Outlier,78909.87371
579,9,2.0,"83,125.09",24,Finance,35932.53346,Outlier,78892.98061
373,4,2.0,"83,096.11",1,Operations,35930.66918,Outlier,78874.09109
682,8,4.0,"83,032.03",26,Operations,35928.80489,Outlier,78856.33759
61,4,3.0,"83,015.45",4,Finance,35926.94061,Outlier,78724.11592
1103,10,2.0,"82,997.46",9,Sales,35925.07633,Outlier,78617.03928
71,8,4.0,"82,978.50",2,HR,35923.21204,Outlier,78595.36257
413,5,1.0,"82,940.50",9,Finance,35921.34776,Outlier,78570.48838
710,4,4.0,"82,844.71",10,Sales,35919.48347,Outlier,78547.61476
1468,5,4.0,"82,751.13",12,IT,35917.61919,Outlier,78507.74699
174,1,3.0,"82,721.73",9,IT,35915.75491,Outlier,78491.16466
533,5,1.0,"82,700.17",0,Sales,35913.89062,Outlier,78465.83397
549,5,2.0,"82,509.75",26,IT,35912.02634,Outlier,78393.71476
1282,8,1.0,"82,465.48",13,Operations,35910.16206,Outlier,78366.90559
1384,9,3.0,"82,437.67",17,Operations,35908.29777,Outlier,78255.89958
203,9,5.0,"82,413.77",25,Finance,35906.43349,Outlier,78194.59094
279,6,3.0,"82,323.53",0,Sales,35902.09764,Outlier,78191.90709
281,6,1.0,"82,278.29",9,HR,35897.76179,Outlier,78176.70114
534,3,4.0,"82,222.74",13,HR,35893.42594,Outlier,78162.55891
760,10,3.0,"82,201.63",28,Sales,35889.09009,Outlier,78151.46282
132,7,3.0,"82,180.85",6,HR,35884.75424,Outlier,78110.21147
841,7,2.0,"82,110.70",22,Finance,35880.41839,Outlier,78066.29481
1814,7,Unknown,"82,078.60",16,Sales,35876.08254,Outlier,78040.39516
1826,2,5.0,"82,002.37",16,IT,35871.74669,Outlier,78031.94209
661,5,2.0,"81,996.84",11,Finance,35867.41084,Outlier,78010.92883
1575,7,2.0,"81,879.59",0,IT,35863.07499,Outlier,77959.23126
1315,4,3.0,"81,873.07",14,HR,35858.73914,Outlier,77921.41077
851,2,4.0,"81,799.23",24,Operations,35854.40329,Outlier,77910.09607
660,5,2.0,"81,705.53",11,Sales,35850.06744,Outlier,77896.8685
1427,2,3.0,"81,630.09",22,Finance,35845.73159,Outlier,77881.41488
1326,5,2.0,"81,608.78",16,Finance,35841.39574,Outlier,77804.6297
521,4,5.0,"81,511.99",29,Sales,35837.05989,Outlier,77669.30585
615,10,3.0,"81,493.09",22,HR,35832.72404,Outlier,77644.24031
620,9,1.0,"81,302.65",15,Sales,35828.38819,Outlier,77589.20454
472,4,4.0,"81,278.35",22,Finance,35824.05234,Outlier,77531.96944
312,2,2.0,"81,186.71",7,Finance,35819.71649,Outlier,77518.97494
582,8,1.0,"81,108.88",14,Sales,35805.71933,Outlier,77412.98166
1128,3,3.0,"80,953.96",18,HR,35791.72217,Outlier,77390.40133
163,9,2.0,"80,888.18",24,Operations,35777.72501,Outlier,77296.67722
1379,6,4.0,"80,882.46",19,Finance,35763.72785,Outlier,77226.56477
291,5,3.0,"80,857.84",1,Sales,35749.73069,Outlier,77146.59677
109,6,3.0,"80,849.46",25,Sales,35735.73353,Outlier,77110.62075
798,10,5.0,"80,764.87",24,IT,35721.73637,Outlier,77097.8716
99,9,2.0,"80,739.63",3,IT,35707.73921,Outlier,77077.93005
19,6,4.0,"80,726.76",27,HR,35693.74205,Outlier,77016.20379
812,9,2.0,"80,683.53",24,Operations,35679.74489,Outlier,76969.66195
730,6,2.0,"80,674.26",9,Operations,35665.74773,Outlier,76942.66971
47,2,3.0,"80,581.75",17,IT,35651.75057,Outlier,76897.58321
1285,5,4.0,"80,497.09",1,IT,35637.75341,Outlier,76856.75831
669,10,1.0,"80,487.58",12,IT,35623.75625,Outlier,76821.004
34,3,2.0,"80,487.27",4,HR,35609.75909,Outlier,76783.34669
1034,5,Unknown,"80,316.62",9,IT,35595.76193,Outlier,76732.8672
630,2,3.0,"80,272.54",4,Finance,35581.76477,Outlier,76687.3795
1281,1,4.0,"80,233.21",27,HR,35567.76761,Outlier,76654.97214
1083,3,Unknown,"80,152.35",28,Operations,35553.77045,Outlier,76651.24497
1363,8,3.0,"80,067.10",12,Finance,35539.77329,Outlier,76625.32625
1949,5,4.0,"80,043.98",14,IT,35528.34174,Outlier,76614.07217
1398,1,3.0,"80,002.33",13,Operations,35516.91019,Outlier,76591.06529
842,9,3.0,"79,973.82",13,Sales,35505.47864,Outlier,76585.17722
1843,2,2.0,"79,928.69",21,IT,35494.04709,Outlier,76584.27289
1904,7,Unknown,"79,819.68",12,IT,35482.61554,Outlier,76577.50661
1210,6,2.0,"79,812.72",4,IT,35471.18399,Outlier,76569.78032
1956,10,4.0,"79,771.58",19,Operations,35459.75244,Outlier,76545.92008
1562,1,4.0,"79,584.40",1,Sales,35448.32089,Outlier,76531.34653
1626,10,4.0,"79,544.20",5,HR,35436.88934,Outlier,76515.36593
998,8,4.0,"79,507.41",27,Sales,35425.45779,Outlier,76485.25218
991,8,2.0,"79,395.35",23,IT,35414.02625,Outlier,76465.58769
1219,5,Unknown,"79,353.21",11,HR,35402.5947,Outlier,76444.6634
1605,9,4.0,"79,307.52",21,Operations,35391.16315,Outlier,76396.24702
1796,9,3.0,"79,297.23",25,IT,35379.7316,Outlier,76355.26686
685,10,4.0,"79,229.88",14,Finance,35368.30005,Outlier,76339.78162
422,1,2.0,"79,224.89",6,HR,35356.8685,Outlier,76334.20157
1682,6,2.0,"79,139.66",24,HR,35345.43695,Outlier,76320.84767
1865,8,2.0,"79,126.40",7,Finance,35334.0054,Outlier,76265.40224
748,3,4.0,"79,105.11",22,Operations,35322.57385,Outlier,76255.68293
137,9,2.0,"79,066.07",29,HR,35311.1423,Outlier,76249.09865
662,6,3.0,"79,056.25",29,IT,35305.3986,Outlier,76248.23765
953,8,4.0,"79,029.32",21,Finance,35299.6549,Outlier,76241.04671
1429,8,3.0,"78,956.50",12,Finance,35293.9112,Outlier,76234.57129
1767,5,4.0,"78,941.14",19,Operations,35288.1675,Outlier,76202.88819
768,6,3.0,"78,899.45",1,Finance,35282.42379,Outlier,76188.82919
1909,3,3.0,"78,890.21",23,Sales,35276.68009,Outlier,76175.04528
420,7,4.0,"78,865.41",21,HR,35270.93639,Outlier,76154.29622
1194,10,4.0,"78,850.29",8,Operations,35265.19269,Outlier,76125.99377
883,2,Unknown,"78,620.88",27,Sales,35259.44899,Outlier,76072.30692
367,8,4.0,"78,613.19",7,Sales,35253.70528,Outlier,76019.71925
25,9,4.0,"78,573.57",6,IT,35247.96158,Outlier,75959.13391
811,3,3.0,"78,565.87",16,Finance,35242.21788,Outlier,75907.70646
1936,8,Unknown,"78,513.72",8,Sales,35236.47418,Outlier,75889.12332
1393,10,4.0,"78,493.82",22,HR,35230.73048,Outlier,75853.35512
614,4,4.0,"78,483.21",4,HR,35224.98678,Outlier,75840.36383
708,3,5.0,"78,396.33",19,IT,35219.24307,Outlier,75830.72923
951,7,1.0,"78,378.88",5,Finance,35213.49937,Outlier,75812.98803
1437,8,1.0,"78,259.13",2,IT,35207.75567,Outlier,75764.66916
331,6,1.0,"78,194.59",16,HR,35202.01197,Outlier,75736.8244
785,8,2.0,"78,191.77",5,Operations,35196.26827,Outlier,75735.7441
1221,2,5.0,"78,175.03",26,HR,35188.63996,Outlier,75682.47508
350,2,1.0,"78,160.36",27,Operations,35181.01165,Outlier,75669.54437
1873,5,1.0,"78,149.24",19,Sales,35173.38334,Outlier,75618.1501
474,5,4.0,"78,097.20",24,IT,35165.75503,Outlier,75607.95155
1591,5,4.0,"78,053.05",2,Sales,35158.12672,Outlier,75589.94348
494,7,3.0,"78,033.58",22,IT,35150.49841,Outlier,75555.22612
1469,10,1.0,"78,030.85",16,Sales,35142.8701,Outlier,75534.51854
1229,5,5.0,"77,994.63",16,IT,35135.24179,Outlier,75525.78283
456,10,Unknown,"77,923.83",11,IT,35127.61348,Outlier,75465.35831
415,4,2.0,"77,918.45",16,Finance,35119.98517,Outlier,75406.0389
272,8,4.0,"77,897.56",18,Sales,35112.35686,Outlier,75385.01152
1201,9,3.0,"77,895.58",0,IT,35104.72855,Outlier,75371.5217
589,6,1.0,"77,848.37",1,HR,35097.10024,Outlier,75343.59954
578,3,4.0,"77,673.42",11,Finance,35089.47193,Outlier,75296.70647
739,4,Unknown,"77,652.84",10,Operations,35081.84362,Outlier,75288.63754
16,5,2.0,"77,595.49",18,Finance,35074.21531,Outlier,75281.46487
1567,7,3.0,"77,532.65",25,Sales,35066.587,Outlier,75277.78118
1839,5,1.0,"77,518.97",12,IT,35058.95869,Outlier,75271.06013
397,2,4.0,"77,407.40",18,Finance,35051.33038,Outlier,75252.16429
1329,7,3.0,"77,388.51",15,HR,35043.70207,Outlier,75249.44512
155,9,2.0,"77,280.47",10,Operations,35042.84766,Outlier,75164.9781
643,1,4.0,"77,213.09",25,Finance,35041.99324,Outlier,75117.40308
1355,10,Unknown,"77,124.43",9,HR,35041.13882,Outlier,75088.99408
1511,6,3.0,"77,104.70",4,Finance,35040.2844,Outlier,75062.58386
1594,6,4.0,"77,094.19",19,Operations,35039.42998,Outlier,75029.06356
1403,5,1.0,"77,067.09",6,Operations,35038.57556,Outlier,75012.88151
1646,7,2.0,"76,974.57",24,Finance,35037.72114,Outlier,74991.94149
55,8,4.0,"76,964.75",23,Finance,35036.86672,Outlier,74960.05876
81,7,2.0,"76,915.68",10,Operations,35036.01231,Outlier,74939.96364
481,4,5.0,"76,870.44",17,Sales,35035.15789,Outlier,74925.33375
1073,4,5.0,"76,831.35",1,Operations,35034.30347,Outlier,74890.55337
1206,10,2.0,"76,796.86",14,IT,35033.44905,Outlier,74853.02675
1548,9,2.0,"76,742.82",9,Sales,35032.59463,Outlier,74814.27534
1031,8,3.0,"76,693.05",6,Sales,35031.74021,Outlier,74762.08221
294,3,1.0,"76,655.23",5,Operations,35030.88579,Outlier,74750.80872
1918,3,4.0,"76,652.61",24,Sales,35030.03137,Outlier,74724.73493
1629,2,3.0,"76,625.33",24,Operations,35029.17695,Outlier,74710.62751
1933,1,2.0,"76,613.48",10,Finance,35028.32254,Outlier,74673.97193
374,3,4.0,"76,588.57",14,Finance,35027.46812,Outlier,74656.36965
1944,8,2.0,"76,584.58",20,HR,35026.6137,Outlier,74591.61595
1578,4,3.0,"76,584.20",29,IT,35026.31951,Outlier,74554.88558
1453,3,Unknown,"76,575.28",4,HR,35026.02533,Outlier,74474.89782
1319,10,4.0,"76,567.42",20,Sales,35025.73114,Outlier,74440.74297
1874,3,3.0,"76,534.34",14,Sales,35025.43696,Outlier,74415.67491
432,10,4.0,"76,529.35",3,IT,35025.14277,Outlier,74392.87849
1609,1,2.0,"76,503.92",11,Finance,35024.84859,Outlier,74382.65218
890,8,4.0,"76,466.58",1,Operations,35024.5544,Outlier,74325.04253
5,7,2.0,"76,464.37",17,IT,35024.26022,Outlier,74214.06484
1118,7,2.0,"76,415.10",26,HR,35023.96603,Outlier,74150.52238
216,1,3.0,"76,361.24",17,Sales,35023.67185,Outlier,74108.71416
504,4,3.0,"76,341.33",4,Operations,35023.37766,Outlier,74063.56175
1659,9,2.0,"76,335.14",15,IT,35023.08348,Outlier,74046.15672
1328,10,4.0,"76,330.45",19,HR,35022.78929,Outlier,74029.55975
1124,3,4.0,"76,266.44",0,HR,35022.4951,Outlier,74008.28218
1497,10,3.0,"76,256.03",2,IT,35022.20092,Outlier,74006.17095
295,1,3.0,"76,249.10",10,Sales,35021.90673,Outlier,74001.75377
1951,9,2.0,"76,248.19",5,Operations,35021.61255,Outlier,73982.21566
1510,10,4.0,"76,240.25",11,Operations,35021.31836,Outlier,73969.54139
1040,10,1.0,"76,233.57",0,HR,35021.02418,Outlier,73960.72101
1340,2,3.0,"76,195.22",8,IT,35020.72999,Outlier,73891.02369
351,7,2.0,"76,186.70",29,HR,35020.71168,Outlier,73881.47398
96,10,Unknown,"76,170.05",22,HR,35020.69338,Outlier,73867.63466
879,4,4.0,"76,145.81",15,IT,35020.67507,Outlier,73865.18503
693,5,5.0,"76,112.78",11,Operations,35020.65676,Outlier,73859.13306
1052,3,4.0,"76,039.19",19,HR,35020.63845,Outlier,73849.5412
525,7,1.0,"76,000.25",22,Sales,35020.62014,Outlier,73821.66809
1226,4,4.0,"75,908.89",8,Finance,35020.60183,Outlier,73764.66616
532,10,5.0,"75,905.94",26,HR,35020.58352,Outlier,73731.76479
470,9,5.0,"75,857.89",12,Sales,35020.56522,Outlier,73704.87746
1318,2,2.0,"75,842.76",7,Sales,35020.54691,Outlier,73681.86534
625,1,4.0,"75,833.17",26,HR,35020.5286,Outlier,73662.00655
1651,6,3.0,"75,820.97",22,IT,35020.51029,Outlier,73641.76829
808,9,4.0,"75,767.76",3,Finance,35020.49198,Outlier,73636.70353
1078,7,1.0,"75,736.88",16,Operations,35020.47367,Outlier,73631.59093
1584,5,3.0,"75,735.74",15,Operations,35020.45536,Outlier,73622.35035
1602,8,5.0,"75,679.67",10,IT,35020.43705,Outlier,73593.15278
1740,9,4.0,"75,668.42",9,Operations,35020.41875,Outlier,73502.32245
198,4,2.0,"75,609.28",1,Operations,35020.40044,Outlier,73465.19329
1472,7,Unknown,"75,607.62",1,Sales,35020.38213,Outlier,73454.09872
1599,8,2.0,"75,584.05",20,Finance,35020.36382,Outlier,73444.2594
681,2,3.0,"75,542.87",5,IT,35018.01656,Outlier,73419.26857
1973,3,Unknown,"75,530.02",19,Operations,35015.66931,Outlier,73316.71412
801,1,1.0,"75,522.96",5,Operations,35013.32205,Outlier,73230.64127
571,2,4.0,"75,418.23",22,Operations,35010.97479,Outlier,73212.06006
1696,3,3.0,"75,393.85",22,Sales,35008.62754,Outlier,73166.56144
1664,4,Unknown,"75,374.21",0,Operations,35006.28028,Outlier,73142.25585
935,7,3.0,"75,367.48",10,Sales,35003.93302,Outlier,73121.57637
1919,8,3.0,"75,299.24",29,Operations,35001.58577,Outlier,73109.00947
562,6,4.0,"75,290.79",5,HR,34999.23851,Outlier,73084.33574
978,8,4.0,"75,282.18",11,Finance,34996.89126,Outlier,73027.7131
145,1,4.0,"75,278.60",17,Finance,34994.544,Outlier,72970.83775
1799,7,5.0,"75,273.14",15,Sales,34992.19674,Outlier,72915.88386
1898,5,4.0,"75,252.31",8,IT,34989.84949,Outlier,72862.66505
1856,6,3.0,"75,249.45",4,Operations,34987.50223,Outlier,72848.67663
507,3,1.0,"75,160.53",10,Finance,34985.15497,Outlier,72828.81696
1232,1,4.0,"75,112.61",27,IT,34982.80772,Outlier,72797.73566
930,7,4.0,"75,084.83",24,Finance,34980.46046,Outlier,72759.10195
1104,10,Unknown,"75,057.02",25,IT,34978.1132,Outlier,72751.28883
1985,5,1.0,"75,019.74",23,Finance,34975.76595,Outlier,72733.74425
1217,1,2.0,"75,009.94",23,Finance,34973.41869,Outlier,72706.77478
46,5,Unknown,"74,982.25",21,Operations,34972.78075,Outlier,72645.68398
1350,1,3.0,"74,945.26",5,Finance,34972.1428,Outlier,72587.53581
1563,5,3.0,"74,935.63",9,Finance,34971.50486,Outlier,72550.06278
1278,10,3.0,"74,915.04",22,Sales,34970.86691,Outlier,72543.58064
268,4,3.0,"74,860.62",26,Finance,34970.22897,Outlier,72543.32315
767,9,2.0,"74,841.63",10,HR,34969.59102,Outlier,72539.11608
1649,6,2.0,"74,763.47",1,HR,34968.95308,Outlier,72536.66225
1301,7,1.0,"74,758.84",12,Operations,34968.31513,Outlier,72533.43088
1657,6,3.0,"74,726.71",15,IT,34967.67719,Outlier,72490.87075
1645,4,2.0,"74,716.82",7,Finance,34967.03924,Outlier,72449.16563
846,8,1.0,"74,675.55",25,Finance,34966.4013,Outlier,72428.70489
464,8,4.0,"74,659.78",25,HR,34965.76335,Outlier,72396.42179
1385,7,3.0,"74,591.62",9,Operations,34965.12541,Outlier,72367.02341
641,1,1.0,"74,552.95",17,IT,34964.48747,Outlier,72349.57873
1779,10,2.0,"74,466.23",18,Sales,34963.84952,Outlier,72309.51033
1990,7,3.0,"74,436.25",25,IT,34963.21158,Outlier,72268.58973
921,3,3.0,"74,410.53",10,Sales,34962.57363,Outlier,72246.57489
1479,10,3.0,"74,386.99",19,HR,34961.93569,Outlier,72211.61008
867,10,2.0,"74,380.79",22,Sales,34961.29774,Outlier,72201.58131
1979,5,2.0,"74,295.02",28,IT,34960.6598,Outlier,72170.43476
1250,4,3.0,"74,160.09",27,HR,34957.51321,Outlier,72124.09724
293,4,2.0,"74,142.69",21,Sales,34954.36662,Outlier,72076.56789
675,1,2.0,"74,074.74",16,Sales,34951.22003,Outlier,72020.27095
1100,7,Unknown,"74,049.90",14,Finance,34948.07344,Outlier,72004.94812
1256,5,1.0,"74,040.53",15,Sales,34944.92685,Outlier,71973.87708
564,6,3.0,"74,009.18",28,Finance,34941.78026,Outlier,71957.66939
1834,4,Unknown,"74,006.19",27,Operations,34938.63367,Outlier,71932.93565
916,5,4.0,"74,006.10",13,Sales,34935.48708,Outlier,71918.37647
22,1,3.0,"73,984.35",10,HR,34932.34049,Outlier,71915.07347
1346,2,3.0,"73,970.11",10,Finance,34929.1939,Outlier,71913.76702
1680,3,3.0,"73,964.39",0,Finance,34926.04731,Outlier,71909.38476
1535,7,Unknown,"73,891.02",27,HR,34922.90072,Outlier,71887.69886
1,7,3.0,"73,880.97",26,Sales,34919.75413,Outlier,71852.10476
1010,1,3.0,"73,866.15",19,Sales,34916.60754,Outlier,71815.30582
454,1,4.0,"73,865.01",26,IT,34913.46095,Outlier,71773.2829
1134,6,4.0,"73,857.66",8,Operations,34910.31436,Outlier,71761.89007
1458,2,2.0,"73,846.83",22,Sales,34907.16777,Outlier,71752.37887
416,5,4.0,"73,810.88",16,Finance,34904.02118,Outlier,71711.19728
755,5,3.0,"73,739.78",0,Finance,34900.87459,Outlier,71698.28124
612,8,1.0,"73,726.42",26,HR,34897.728,Outlier,71629.71316
229,10,5.0,"73,687.25",11,HR,34889.31608,Outlier,71569.91362
631,3,3.0,"73,676.48",17,HR,34880.90416,Outlier,71563.11487
863,10,4.0,"73,644.32",4,Sales,34872.49224,Outlier,71498.47739
1491,2,3.0,"73,637.95",24,IT,34864.08032,Outlier,71482.81934
955,4,5.0,"73,634.40",23,Finance,34855.6684,Outlier,71473.29091
550,5,2.0,"73,625.04",29,HR,34847.25648,Outlier,71466.27236
664,5,3.0,"73,614.27",26,Sales,34838.84456,Outlier,71439.40444
900,7,4.0,"73,508.67",12,HR,34830.43264,Outlier,71406.72849
860,9,4.0,"73,466.37",20,Sales,34822.02072,Outlier,71389.77005
206,4,3.0,"73,454.62",1,IT,34813.6088,Outlier,71373.62898
1381,8,3.0,"73,444.26",20,Sales,34805.19688,Outlier,71360.04792
1004,4,2.0,"73,417.95",5,Finance,34796.78496,Outlier,71354.51099
173,5,3.0,"73,305.47",21,HR,34788.37304,Outlier,71347.67083
1544,5,2.0,"73,217.44",12,IT,34779.96111,Outlier,71343.74709
557,1,Unknown,"73,210.72",18,Finance,34771.54919,Outlier,71327.36193
1768,1,3.0,"73,151.84",16,HR,34763.13727,Outlier,71301.97306
1257,9,3.0,"73,138.15",18,Sales,34754.72535,Outlier,71286.6728
430,2,1.0,"73,112.65",23,HR,34746.31343,Outlier,71252.80386
1306,7,2.0,"73,106.58",12,IT,34737.90151,Outlier,71240.24764
514,4,5.0,"73,066.14",18,IT,34729.48959,Outlier,71235.65917
789,7,3.0,"72,989.29",1,Finance,34718.39204,Outlier,71177.91069
1788,1,4.0,"72,948.28",13,Sales,34707.29449,Outlier,71173.58878
1392,3,3.0,"72,867.28",9,IT,34696.19694,Outlier,71153.24659
